ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE
1263;Kisapostag;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;588.5
221;Balatonfűzfő;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;525.9
1370;Nagyszokoly;Tamási;Tolna;Dél-Dunántúl;Dunántúl;361.7
2101;Molnári;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;547.7
3318;Nagyrozvágy;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;352.9
1367;Tengeri;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;483.3
3040;Lőrinci;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;433.7
1241;Fertőrákos;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;544.7
1410;Kajdacs;Paksi;Tolna;Dél-Dunántúl;Dunántúl;470.9
1420;Rákóczifalva;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;452.3
1441;Kübekháza;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;346.4
2007;Mátramindszent;Bátonyterenyei;Nógrád;Észak-Magyarország;Alföld és Észak;491.2
2175;Nemesszalók;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;543.2
1531;Szakadát;Tamási;Tolna;Dél-Dunántúl;Dunántúl;446.7
2207;Velény;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;342.3
243;Bük;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;489
1504;Babót;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;540.3
2017;Tiszabezdéd;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;320
1438;Kercseliget;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;253.1
1195;Dinnyeberki;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;517.2
255;Mórichida;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;515.6
322;Magyarlak;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;542.6
328;Hirics;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;172.4
833;Táborfalva;Dabasi;Pest;Pest;Közép-Magyarország;509.6
281;Miszla;Tamási;Tolna;Dél-Dunántúl;Dunántúl;416.7
2890;Bátaapáti;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;460.4
3060;Kaskantyú;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;521.7
1913;Kátoly;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;450.4
379;Csákány;Marcali;Somogy;Dél-Dunántúl;Dunántúl;382.2
411;Hortobágy;Balmazújvárosi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;426.4
684;Sóskút;Érdi;Pest;Pest;Közép-Magyarország;694.1
800;Hét;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;347.1
1305;Kissziget;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;436.2
2028;Egyed;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;562.4
2035;Előszállás;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;413.9
2190;Csókakő;Móri;Fejér;Közép-Dunántúl;Dunántúl;465.1
231;Etyek;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;507.5
1353;Körmend;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;516.6
223;Vág;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;538.1
242;Hegyesd;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;669
1586;Szentlőrinc;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;422.1
2927;Novaj;Egri;Heves;Észak-Magyarország;Alföld és Észak;495.3
3263;Tornyiszentmiklós;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;461.5
3435;Károlyháza;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;592.9
2933;Madocsa;Paksi;Tolna;Dél-Dunántúl;Dunántúl;510.2
1616;Tarnaszentmiklós;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;341.5
1626;Szentkirályszabadja;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;517.8
2607;Rábapaty;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;516.2
3158;Szentgotthárd;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;497.4
3160;Zemplénagárd;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;303.1
3327;Alsószentmárton;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;207.5
1779;Patapoklosi;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;431.3
1941;Pécs;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;408
1728;Magyarszecsőd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;614.8
3430;Óbarok;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;480.6
332;Ipolytarnóc;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;324.1
1568;Jósvafő;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;445.8
1303;Zsurk;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;399.7
1330;Zalaszentlőrinc;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;589.8
1358;Felsőcsatár;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;578.3
1366;Királyhegyes;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;320.9
787;Szigetcsép;Ráckevei;Pest;Pest;Közép-Magyarország;521.1
788;Szőlősardó;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;663.4
1476;Dunatetétlen;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;586.8
240;Surd;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;587.9
2295;Korlát;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;275
2462;Lovászhetény;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;471.3
530;Bőcs;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;412.2
2912;Várong;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;435.2
2921;Baj;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;524.9
953;Dunaszentgyörgy;Paksi;Tolna;Dél-Dunántúl;Dunántúl;481.3
427;Kamut;Békési;Békés;Dél-Alföld;Alföld és Észak;567.3
394;Raposka;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;665.3
3401;Folyás;Hajdúnánási;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;386.1
1511;Kerkafalva;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;655.7
1528;Vértessomló;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;568
2015;Dáka;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;391.9
2475;Egerszalók;Egri;Heves;Észak-Magyarország;Alföld és Észak;519
3297;Kőröstetétlen;Ceglédi;Pest;Pest;Közép-Magyarország;516.5
3320;Kisecset;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;473.9
2748;Lendvadedes;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;733.3
3080;Leányfalu;Szentendrei;Pest;Pest;Közép-Magyarország;506.5
1262;Sokorópátka;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;478.9
1391;Magyarkeresztúr;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;570
2522;Bakonysárkány;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;441
2524;Köblény;Komlói;Baranya;Dél-Dunántúl;Dunántúl;331.6
3126;Vértesszőlős;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;449.6
3131;Győrság;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;506.7
1817;Gáborján;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;306.5
1820;Jászberény;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;518.9
2156;Girincs;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;218.1
2489;Szigliget;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;580.7
2491;Szob;Szobi;Pest;Pest;Közép-Magyarország;408.8
2237;Nagyigmánd;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;565.3
2575;Pákozd;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;501.7
3094;Gersekarát;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;573.5
3262;Ostffyasszonyfa;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;595.6
1751;Gáborjánháza;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;420.3
1918;Fityeház;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;516.9
2781;Homokbödöge;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;569
3115;Nyírbogát;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;447.1
2626;Valkonya;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;525.4
463;Tüskevár;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;939.2
917;Gige;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;270.4
1268;Telekgerendás;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;485.3
1711;Resznek;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;566.5
1858;Túrony;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;450.4
1878;Szügy;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;501.8
2262;Ónod;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;318.2
927;Varászló;Marcali;Somogy;Dél-Dunántúl;Dunántúl;588.7
1167;Jánosháza;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;451.3
2550;Csárdaszállás;Gyomaendrődi;Békés;Dél-Alföld;Alföld és Észak;493.3
2558;Győr;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;467.3
2561;Méra;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;329.5
1894;Boldogkőújfalu;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;251.6
1903;Tét;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;467.1
1387;Ivád;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;321.1
1474;Kimle;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;570.1
688;Aranyosgadány;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;449.5
710;Tinnye;Pilisvörösvári;Pest;Pest;Közép-Magyarország;511.3
895;Tiborszállás;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;317.2
922;Tokorcs;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;587.4
301;Szebény;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;437.5
307;Balatoncsicsó;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;494.6
2565;Kerta;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;479.8
2570;Szentbalázs;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;401.2
1602;Monyoród;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;538
303;Döröske;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;529.4
1126;Kóny;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;518.2
1128;Katymár;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;367.4
435;Nógrád;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;440.1
438;Magyartelek;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;328.3
1049;Dorog;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;428.3
1016;Püspökladány;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;371.1
1248;Újcsanálos;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;349.7
598;Egyházasgerge;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;314.5
909;Kaposfő;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;495.9
914;Lórév;Ráckevei;Pest;Pest;Közép-Magyarország;683.7
350;Sajóbábony;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;344
417;Tárnokréti;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;638.6
1685;Pórszombat;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;647.1
1688;Horvátzsidány;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;546.9
2032;Rinyaújnép;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;244.9
2536;Dunabogdány;Szentendrei;Pest;Pest;Közép-Magyarország;462.5
2058;Nagykapornak;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;448.4
2739;Mályi;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;478.2
1259;Tiszadob;Tiszavasvári;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;301.4
454;Feked;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;684.5
3306;Ibafa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;508.4
1457;Tápiószentmárton;Nagykátai;Pest;Pest;Közép-Magyarország;469
1791;Felsőnyék;Tamási;Tolna;Dél-Dunántúl;Dunántúl;354.2
3373;Kismaros;Szobi;Pest;Pest;Közép-Magyarország;459.3
1425;Apátfalva;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;361.6
3213;Sérsekszőlős;Tabi;Somogy;Dél-Dunántúl;Dunántúl;522.7
3252;Zalaszentgrót;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;551.5
1213;Nógrádmegyer;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;336.3
1826;Szárazd;Tamási;Tolna;Dél-Dunántúl;Dunántúl;288.6
1849;Garáb;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;600
1948;Csehi;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;592.7
1952;Szőce;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;606.6
2010;Kőszegszerdahely;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;643.9
2126;Babosdöbréte;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;561.5
2203;Zsámbok;Gödöllői;Pest;Pest;Közép-Magyarország;673.2
2216;Szentistván;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;411.5
2426;Egeraracsa;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;417.4
2445;Bálványos;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;516
2464;Csesznek;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;586.4
738;Solymár;Pilisvörösvári;Pest;Pest;Közép-Magyarország;521.8
744;Kocsord;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;413.3
3003;Drávaszerdahely;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;573.3
3043;Görcsöny;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;432.6
1656;Görbeháza;Hajdúnánási;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;423.8
1715;Balatonszepezd;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;579.3
1565;Győrszemere;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;501.5
3425;Pétfürdő;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;469.8
1912;Gyöngyössolymos;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;575.1
2599;Bakonynána;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;464.4
2767;Magyaralmás;Móri;Fejér;Közép-Dunántúl;Dunántúl;488
1769;Tiszasüly;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;327.3
2359;Zalaszegvár;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;434.8
2368;Pátyod;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;351.1
2753;Somogysimonyi;Marcali;Somogy;Dél-Dunántúl;Dunántúl;1,012
305;Lickóvadamos;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;620
1501;Tápióbicske;Nagykátai;Pest;Pest;Közép-Magyarország;466.8
1518;Szigetszentmárton;Ráckevei;Pest;Pest;Közép-Magyarország;527.3
1521;Marócsa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;287.7
1405;Fülöpszállás;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;451.9
1407;Tenk;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;464.8
1411;Bezedek;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;522.5
3388;Patvarc;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;487.7
1443;Répceszemere;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;585.1
1857;Acsa;Váci;Pest;Pest;Közép-Magyarország;422
2519;Bogács;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;470.9
3173;Nagymaros;Szobi;Pest;Pest;Közép-Magyarország;431.1
2669;Báránd;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;335.4
3180;Sárkeresztes;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;534.4
1392;Iklódbördőce;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;474.7
2699;Tótszentgyörgy;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;425.2
2702;Kisharsány;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;409.9
1193;Üröm;Pilisvörösvári;Pest;Pest;Közép-Magyarország;478.4
1204;Ölbő;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;526.6
1207;Pétervására;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;397.8
1840;Hegykő;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;555.8
1865;Szentgyörgyvölgy;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;502.8
2037;Almáskeresztúr;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;411.8
2043;Magyarpolány;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;509.7
3038;Tiszakürt;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;387.6
3041;Bakonyoszlop;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;401.4
3375;Máza;Komlói;Baranya;Dél-Dunántúl;Dunántúl;435.3
3381;Szegi;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;438.7
2517;Magyarbóly;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;398.9
2684;Zselickisfalud;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;535.4
2879;Egervölgy;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;531.2
2884;Pátka;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;485.7
2641;Bakonyszücs;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;482.8
2983;Nógrádmarcal;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;422.1
2195;Bánréve;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;357.6
2539;Igrici;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;338
3351;Szákszend;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;511.3
3358;Érsekhalma;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;515.8
230;Kaba;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;382
1560;Gesztely;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;356.9
2909;Sopronhorpács;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;554.2
2818;Perbál;Budakeszi;Pest;Pest;Közép-Magyarország;421.2
2821;Litka;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;741.9
1033;Ásotthalom;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;458.4
1063;Őriszentpéter;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;581.9
1093;Hagyárosbörönd;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;580.3
2924;Kesznyéten;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;219.9
1600;Dötk;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;441.9
1935;Perkáta;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;413.7
2620;Várkesző;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;458.3
1614;Külsővat;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;316
1788;Vásárosfalu;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;610.4
789;Halimba;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;452.3
814;Szászfa;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;242.1
603;Felsőpakony;Gyáli;Pest;Pest;Közép-Magyarország;513
721;Acsád;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;386.8
726;Lepsény;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;452.9
835;Harkakötöny;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;560.2
568;Mezőkomárom;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;385.5
678;Kemse;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;403.8
3325;Felpéc;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;481
3359;Felsőlajos;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;575.3
1748;Újbarok;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;624.7
1749;Zselicszentpál;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;532
1951;Alsónemesapáti;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;555.4
1955;Gyügye;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;439.6
3276;Felsőnyárád;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;431.5
1592;Jákó;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;328.7
3150;Dunaföldvár;Paksi;Tolna;Dél-Dunántúl;Dunántúl;475.9
2612;Aparhant;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;470.5
2779;Szergény;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;547.6
1811;Nagycsány;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;443.5
1972;Versend;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;326.1
2148;Nagydobos;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;293.4
1575;Gánt;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;436
1944;Somogyvár;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;384.2
1277;Nagylak;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;381.4
1295;Nyúl;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;547.2
1569;Csikéria;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;504.9
3422;Annavölgy;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;454.8
2685;Csengerújfalu;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;302.9
2848;Tompa;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;474.5
2853;Vajszló;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;419.6
2209;Bükkszentmárton;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;294.3
2542;Magyarszombatfa;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;535.3
2549;Endrefalva;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;265.2
3380;Bodrogkisfalud;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;506.6
1217;Kardoskút;Orosházi;Békés;Dél-Alföld;Alföld és Észak;541.2
3024;Zámoly;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;442.1
3354;Nagyszentjános;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;444.7
2865;Szentmártonkáta;Nagykátai;Pest;Pest;Közép-Magyarország;436
3029;Tiszatardos;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;438.5
2200;Törtel;Ceglédi;Pest;Pest;Közép-Magyarország;394.1
2201;Szamosbecs;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;322.8
349;Vereb;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;446.3
387;Nyírpilis;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;125.7
3234;Almásfüzitő;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;404.8
3395;Bőny;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;478.7
1953;Szakmár;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;479
425;Ecseg;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;336.8
906;Rápolt;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;300.7
907;Csénye;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;604.2
2850;Balatonszőlős;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;547.7
3023;Mesterszállás;Mezőtúri;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;481.9
1851;Vejti;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;344.4
1852;Eperjeske;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;298.9
3032;Mezőkovácsháza;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;417.3
3202;Bugyi;Dabasi;Pest;Pest;Közép-Magyarország;545.4
2367;Balástya;Kisteleki;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;524.7
2701;Váraszó;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;335.3
2705;Békás;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;440.6
3037;Tiszatarján;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;306.7
3378;Nagyvarsány;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;464.7
3383;Dunaalmás;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;496.7
1697;Kisherend;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;436.5
